YAL007C	YAR002C-A	YGL200C
YAL027W	YCR009C	YDR388W	YIL148W	
YAL027W	YCR009C	YGL106W	YGR086C	YLR429W	YPL004C	
YAL027W	YCR009C	YIL148W	YPL004C	
YAL027W	YIL148W	YLR175W	
YAL027W	YLR429W	YOR294W	
YDR388W	YDR129C	YEL037C	
YDR388W	YDR129C	YBR058C	
YDR388W	YDR129C	YFR010W	
YLR347C	YDR129C	YFR010W	
YIL035C	YPL240C	YHR027C	
YLR175W	YPL240C	YNL186W	
YPL240C	YMR186W	YIL043C	
YPL240C	YMR186W	YNL186W	
YBR009C	YDL126C	YDL215C	YNL031C	
YLR347C	YDL126C	YDL215C	YGR104C	
YLR347C	YDL126C	YFR010W	
YDR363W-A	YJR009C	YER021W	
YIL148W	YPL004C	YGL048C	
YIL148W	YDR363W-A	YGL048C	
YDR381W	YDR174W	YDL060W	YLR435W	
YDR174W	YER162C	YLR435W	
YLR150W	YPL146C	YDL060W	YLR435W	
YER162C	YOR310C	YLR435W	
YDL014W	YLR175W	YDR365C	YMR049C	
YDR381W	YLR175W	YDR365C	YMR049C	
YOR294W	YDR365C	YMR049C	
YLR347C	YDL215C	YGR104C	YLR258W	
YDL014W	YBL003C	YER162C	YJR010C-A	
YDL014W	YER162C	YOR310C	YJR010C-A	
YDL014W	YMR229C	YJR010C-A	
YEL026W	YMR229C	YJR010C-A	
YBL002W	YBL003C	YJR010C-A	
YBL003C	YLR150W	YJR010C-A	
YLR150W	YMR229C	YJR010C-A	
YLR150W	YPL146C	YGR090W	YDL060W	
YLR150W	YPL146C	YJL050W	
YLR150W	YPL146C	YDL060W	YPR161C	
YPL146C	YLR429W	YPR161C	
YPL146C	YDL060W	YDR365C	YPR161C	
YOR261C	YBR058C	YDR363W-A	
YDL053C	YHR121W	YIL103W	
YLR150W	YGL207W	YLR418C	
YGL106W	YLR429W	YLR418C	
YDR381W	YGL120C	YGL173C	
YLR150W	YGL207W	YGL120C	YGL173C	
YLR150W	YGL120C	YGL173C	YPR161C	
YLR150W	YGL173C	YNL186W	
YGR086C	YLR175W	YGL173C	YPR161C	
YGR086C	YPL004C	YGL173C	YPR161C	
YLR175W	YGL173C	YNL186W	
YCR009C	YGL106W	YJL052W	
YCR009C	YIL148W	YJL052W	
YCR009C	YJL052W	YPR161C	
YGL106W	YJL052W	YIL103W	
YIL148W	YJL052W	YIL103W	
YBL002W	YBL003C	YBR009C	YBR010W	YDR174W	YAR007C	YNL031C	
YBL002W	YBL003C	YDR174W	YAR007C	YPR161C	
YBL003C	YDR174W	YLR429W	YAR007C	YPR161C	
YBL003C	YDR174W	YLR429W	YAR007C	YNL031C	
YGL106W	YGR086C	YLR429W	YPL004C	YAR007C	
YGL106W	YLR429W	YAR007C	YNL031C	
YGR086C	YLR429W	YPL004C	YAR007C	YPR161C	
YAR007C	YDR385W	YDR363W-A	
YDL014W	YBL003C	YDL060W	YPR161C	
YBL003C	YDR174W	YDL060W	YPR161C	
YBL003C	YLR150W	YDL060W	YPR161C	
YBR009C	YBR010W	YIL070C	YNL031C	
YBR009C	YIL035C	YDL215C	YNL031C	
YBR109C	YGL106W	YLR429W	YNL031C	
YLR429W	YIL070C	YNL031C	
YDL014W	YBL003C	YLR429W	YIL103W	
YDL014W	YDR385W	YIL103W	
YBL003C	YDR174W	YLR429W	YIL103W	YJL138C	
YBL003C	YLR150W	YIL103W	
YBL003C	YIL148W	YIL103W	YJL138C	
YDR174W	YIL103W	YDL182W	
YLR150W	YDR385W	YIL103W	
YLR150W	YIL103W	YDL182W	
YHR121W	YGL106W	YEL037C	YIL103W	
YBR109C	YGL106W	YLR429W	YEL037C	YIL103W	
YGL106W	YGR086C	YLR429W	YIL103W	
YGL106W	YLR429W	YIL103W	YJL138C	
YGR086C	YIL103W	YMR186W	
YIL148W	YEL037C	YIL103W	
YLR429W	YOR294W	YIL103W	
YOR294W	YDR385W	YIL103W	
YDR385W	YIL103W	YJL138C	
YCR009C	YDR388W	YGL070C	
YDR388W	YBR058C	YGL070C	
YDL014W	YBL003C	YBR009C	YIL043C	
YBL002W	YBL003C	YBR009C	YIL043C	
YBL003C	YBR009C	YLR150W	YIL043C	
YGR086C	YMR186W	YIL043C	
YDL014W	YER162C	YLR197W	YOR310C	YDR365C	
YDL014W	YLR175W	YLR197W	YOR310C	YDR365C	
YDL014W	YLR197W	YOR310C	YJL033W	YDR365C	
YDL014W	YOR310C	YGL120C	YJL033W	YDR365C	
YLR197W	YOR310C	YNL189W	
YDL014W	YLR175W	YLR197W	YJL050W	
YDL014W	YER162C	YGR090W	
YDR174W	YER162C	YGR090W	
YLR150W	YNL209W	YGR090W	YNL186W	
YNL209W	YHR121W	YGR090W	
YNL209W	YKR081C	YGR090W	YNL186W	
YER162C	YOR294W	YKR081C	YGR090W	
YLR347C	YOR361C	YDL215C	
YLR347C	YDL215C	YDL097C	
YDL215C	YDL147W	YDL097C	
YDL014W	YBL003C	YER162C	YLR429W	
YDL014W	YER162C	YDR385W	
YBL003C	YDR174W	YER162C	YLR429W	
YDR174W	YER162C	YLR429W	YEL037C	
YDR087C	YER162C	YLR429W	
YER162C	YLR429W	YOR294W	YKR081C	
YER162C	YOR294W	YDR385W	
YER162C	YOR294W	YKR081C	YDR365C	
YDR388W	YIL148W	YBR058C	
YIL148W	YBR058C	YDR363W-A	
YDR381W	YDR174W	YMR229C	YDL182W	
YDR381W	YKR048C	YDL182W	
YLR150W	YMR229C	YDL182W	
YDL014W	YDR385W	YER021W	
YDR385W	YDR363W-A	YER021W	
YDR381W	YCR009C	YLR429W	YFR010W	
YEL026W	YCR009C	YGR086C	YLR429W	YFR010W	
YDR087C	YCR009C	YLR429W	YFR010W	
YCR009C	YDR388W	YGR086C	YLR429W	YFR010W	
YGR086C	YFR010W	YHR027C	
YLR347C	YFR010W	YDL097C	
YGR086C	YPL004C	YHR027C	
YEL026W	YLR429W	YMR229C	YJL033W	
YEL026W	YLR197W	YJL033W	
YLR150W	YCR009C	YMR229C	YPR161C	
YCR009C	YDR388W	YGR086C	YLR429W	YPR161C	
YCR009C	YDR388W	YIL148W	YEL037C	
YCR009C	YDR388W	YLR429W	YMR229C	YPR161C	
YCR009C	YGR086C	YLR429W	YPL004C	YPR161C	
YDL014W	YLR197W	YJL033W	YDR365C	YPR161C	
YIL148W	YEL037C	YDR363W-A	
YDR385W	YEL037C	YDR363W-A	
YBL003C	YDR174W	YLR429W	YJL138C	YJL033W	
YGL106W	YLR429W	YJL138C	YJL033W	
YDR385W	YJL138C	YJL033W	
YDL014W	YMR229C	YGL120C	YJL033W	YPR161C	
YDL014W	YGL120C	YJL033W	YDR365C	YPR161C	
YDR381W	YGL120C	YJL033W	YDR365C	
YLR150W	YMR229C	YGL120C	YJL033W	YPR161C	
YOR294W	YMR229C	YGL120C	YJL033W	YPR161C	
YOR294W	YGL120C	YJL033W	YDR365C	YPR161C	
YDR388W	YJL033W	YDR365C	YPR161C	
YOR294W	YKR081C	YJL033W	YDR365C	YPR161C	
YDL014W	YDR385W	YJL033W	
YLR150W	YDR385W	YJL033W	
YOR294W	YDR385W	YJL033W	
YDR087C	YGL106W	YLR429W	YJL033W	
YDR381W	YLR429W	YIL070C	
YDR174W	YLR347C	YDL097C	
YLR347C	YMR186W	YDR172W	
YDR388W	YGR086C	YMR186W	
YGR086C	YPL004C	YMR186W	
YDR381W	YPL001W	YDR099W	
YPL001W	YMR186W	YDR099W	
YBR009C	YMR229C	YKR081C	
YLR429W	YOR294W	YMR229C	YKR081C	YJL033W	YPR161C	
YBL003C	YLR429W	YKR048C	
YDL014W	YBL003C	YLR429W	YJL033W	YPR161C	
YDL014W	YLR429W	YMR229C	YJL033W	YPR161C	
YDR381W	YDR174W	YLR429W	YMR229C	YJL033W	
YDR381W	YLR429W	YPL004C	YJL033W	
YDR381W	YDR099W	YJL033W	
YBL003C	YDR174W	YLR429W	YJL033W	YPR161C	
YBL003C	YIL035C	YJL033W	
YBL003C	YLR150W	YJL033W	YPR161C	
YDR174W	YLR429W	YMR229C	YJL033W	YPR161C	
YHR121W	YGL106W	YJL033W	
YHR121W	YJL033W	YPR161C	
YDR388W	YGL106W	YLR429W	YJL033W	
YDR388W	YLR429W	YMR229C	YJL033W	YPR161C	
YLR429W	YPL004C	YJL033W	YPR161C	
YIL148W	YPL004C	YMR186W	
YDL014W	YBR009C	YLR175W	YMR229C	
YBR009C	YBR010W	YDR174W	YMR229C	
YBR009C	YBR010W	YLR150W	YMR229C	
YBL003C	YBR009C	YBR010W	YLR150W	YGL207W	
YBR009C	YDR388W	YGL207W	
YBL003C	YIL148W	YDR054C	
