YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YKR028W	YML010W	YNL201C	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YML010W	YNL201C	
YDR359C	YEL018W	YHR090C	YJL081C	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YBL046W	YBL059W	YBL082C	YDL115C	YDR075W	YGL019W	YGL043W	YGL070C	YGR063C	YJL140W	YML010W	
YAL051W	YDL060W	YGR090W	YKL172W	YLR223C	YLR435W	YNL110C	YNL176C	YNL207W	YPL146C	YPR169W	
YER161C	YGL232W	YGR180C	YGR202C	YKL214C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YPL178W	
YER161C	YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YNL031C	YPL001W	YPR162C	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL002C	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YDR473C	YER172C	YJR022W	YKL173W	YLR275W	YNL024C	YNL147W	YOR305W	YOR308C	YPR057W	YPR182W	
YBL055C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YMR193W	YNL232W	YOL142W	YOR076C	
YBL084C	YBR054W	YDR118W	YER004W	YFR036W	YHR166C	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YAL021C	YBR229C	YDR141C	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	YMR140W	YPL037C	YPL268W	
YBL054W	YCR014C	YDL036C	YDR108W	YFR010W	YHR027C	YHR200W	YJR066W	YKL007W	YLR341W	YOR124C	
YBL054W	YCR014C	YDL036C	YDR108W	YDR363W-A	YGL094C	YHR200W	YLR421C	YNL047C	YNL087W	YOR209C	
YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YNL030W	YNL031C	YNL206C	YPL001W	
YAL023C	YBL075C	YBR171W	YCR043C	YDL022W	YDL095W	YDR128W	YEL036C	YGR266W	YJL117W	YPL226W	
YAL023C	YBR171W	YCR009C	YCR043C	YDL022W	YDL095W	YEL036C	YJL117W	YOR153W	YPL226W	YPR062W	
YAL023C	YBR171W	YCR009C	YCR043C	YDL095W	YEL002C	YEL036C	YJL117W	YOR153W	YPL226W	YPR062W	
YBL106C	YDL002C	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	
YBL052C	YDR359C	YFL024C	YHR090C	YJR082C	YLR455W	YNL107W	YOR064C	YOR244W	YPR023C	YPR031W	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL036C	YGR266W	YJL117W	YOR093C	YOR153W	YPL226W	
YBL052C	YDR359C	YEL018W	YHR090C	YJR082C	YLR455W	YNL136W	YOR064C	YPL066W	YPR023C	YPR031W	
YBL052C	YDR359C	YEL018W	YHR090C	YJR082C	YLR455W	YNL107W	YOR064C	YOR244W	YPR023C	YPR031W	
YBL052C	YDR359C	YEL018W	YGR002C	YHR090C	YJR082C	YLR455W	YNL107W	YNL136W	YPR023C	YPR031W	
YBL052C	YDR359C	YEL018W	YFL024C	YJR082C	YLR455W	YNL107W	YNL136W	YOR064C	YPL066W	YPR031W	
YDR359C	YEL018W	YFL024C	YGR002C	YHR090C	YHR099W	YJR082C	YNL136W	YOR244W	YPL066W	YPR023C	
YBL052C	YDR359C	YEL018W	YFL024C	YHR090C	YJR082C	YNL107W	YNL136W	YPL066W	YPR023C	YPR031W	
YDR359C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	
YDR359C	YEL018W	YFL024C	YJL081C	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YBL023C	YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YNL262W	YOR091W	YPR175W	
YBL023C	YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YKL213C	YNL262W	YPR175W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YJR094W-A	YKL018W	YLL023C	YLR015W	YLR246W	YPL138C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YIL095W	YKL018W	YLL023C	YLR015W	YLR246W	YPL138C	
YER157W	YGL005C	YGL223C	YGR120C	YHR155W	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	YPR105C	
YER148W	YGL251C	YGR087C	YIL034C	YLR072W	YLR199C	YLR249W	YNL041C	YNL059C	YNL250W	YPL226W	
YBL103C	YBR010W	YBR245C	YFR034C	YGR081C	YLR095C	YMR044W	YMR284W	YNL054W	YNL167C	YPL055C	
YBL103C	YBR010W	YBR245C	YFR034C	YGR081C	YHR084W	YLR095C	YMR044W	YNL167C	YPL055C	YPR052C	
YBL010C	YBR175W	YDR195W	YDR469W	YHR029C	YJR093C	YKL018W	YLL023C	YNL317W	YOR179C	YPL138C	
YBL008W	YDL156W	YGL229C	YIL121W	YJL115W	YJR154W	YLL022C	YNL030W	YNL206C	YOL054W	YOR038C	
YBL026W	YCR077C	YDR153C	YDR378C	YEL015W	YGL173C	YJL124C	YKL023W	YLR398C	YLR438C-A	YPR189W	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR407W	YNL030W	YNL031C	YNL206C	YOR038C	YOR061W	
YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	
YBL002W	YBR125C	YDL156W	YEL056W	YHR118C	YIR035C	YJL187C	YLR133W	YNL261W	YPL001W	YPL127C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR072W	YLR403W	YLR407W	YNL031C	YOR038C	YOR061W	
YER050C	YGR084C	YGR215W	YJR031C	YKL155C	YMR158W	YMR188C	YNL081C	YNR037C	YOR158W	YPL013C	
YBL093C	YBR253W	YDL005C	YDR308C	YER022W	YGL127C	YGL151W	YNL236W	YNR010W	YPL042C	YPR070W	
YBL093C	YBR253W	YCR081W	YDR308C	YGL127C	YGL151W	YGR104C	YGR198W	YNL236W	YNR010W	YPR070W	
YBL093C	YBR193C	YER022W	YGL025C	YGL127C	YGR104C	YHR041C	YNR010W	YOL051W	YOL135C	YPR168W	
YBL004W	YBL026W	YCR077C	YDL160C	YEL015W	YER146W	YJL124C	YLR438C-A	YMR268C	YNL147W	YOL149W	
YBL004W	YCR077C	YEL015W	YER146W	YFL017W-A	YHR156C	YHR165C	YJL124C	YLR014C	YLR438C-A	YMR268C	
YER157W	YGL005C	YGL223C	YHR155W	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	YPR105C	
YAL062W	YBL059W	YBL082C	YBR259W	YDL115C	YGL043W	YGL070C	YGR005C	YGR063C	YJL140W	YOL005C	
YAL062W	YBL059W	YBL082C	YBR259W	YDL115C	YGL043W	YGL070C	YGR005C	YJL140W	YOL005C	YPL129W	
YBL106C	YDL002C	YEL044W	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	YPL129W	
YAL062W	YBL059W	YBL082C	YDL115C	YGL070C	YGR005C	YGR063C	YJL140W	YOL005C	YOR189W	YPL129W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YKL081W	YLR052W	YNL215W	YOR141C	YOR189W	YPL048W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YOR141C	YOR189W	YPL129W	
YEL056W	YER161C	YGL229C	YGR104C	YLL022C	YLR072W	YMR230W	YNL030W	YNL031C	YNL079C	YNL206C	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	
YBL106C	YDL002C	YDR006C	YER092W	YFL013C	YGR285C	YJL081C	YLR052W	YNL215W	YOR141C	YOR189W	
YAL062W	YBL059W	YDL115C	YDR143C	YGL043W	YGL070C	YGR005C	YGR186W	YIL021W	YJL140W	YPL129W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YLR315W	YOR342C	YPL018W	YPR046W	
YAR002W	YDR289C	YER161C	YGL232W	YGR202C	YKL214C	YLR298C	YLR335W	YMR125W	YNL189W	YPL178W	
YBL026W	YCR077C	YDR378C	YEL015W	YER112W	YER146W	YGL173C	YGR054W	YHL034C	YJL124C	YJR022W	
YAR002W	YER161C	YGR202C	YKL214C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YPL020C	YPL178W	
YBL026W	YCR077C	YDR378C	YEL015W	YER112W	YER146W	YGL173C	YGR054W	YGR091W	YHL034C	YJL124C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YIL095W	YLL023C	YLR015W	YLR246W	YPL138C	
YDR359C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YNL136W	YNL246W	YOR244W	YPL066W	YPR023C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YKL018W	YLR015W	YLR246W	YNL222W	YOR179C	
YBL026W	YCR077C	YDR378C	YDR473C	YEL015W	YER146W	YGL173C	YJL124C	YJR022W	YNL147W	YOR308C	
YBL059W	YBL082C	YDL140C	YDR075W	YDR289C	YGL019W	YGL043W	YGL070C	YGR063C	YGR186W	YML010W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR179C	YLR315W	YOR342C	YPL018W	YPR046W	
YAL011W	YBR231C	YDR334W	YGR002C	YJL081C	YLR085C	YLR187W	YLR385C	YLR399C	YNL107W	YOL052C	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR179C	YLR315W	YLR381W	YOR342C	YPR046W	
YBL059W	YBR259W	YDL115C	YDL140C	YGL043W	YGL070C	YJL140W	YJL168C	YOL005C	YPL129W	YPR133C	
YBL059W	YBL082C	YDL140C	YDR143C	YDR289C	YGL043W	YGL070C	YGR063C	YIL021W	YML010W	YPL129W	
YBL059W	YBL082C	YDL140C	YDR143C	YDR289C	YFL049W	YGL043W	YGL070C	YIL021W	YJL176C	YPL129W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YLR315W	YNR062C	YPL018W	YPR046W	
YAL011W	YDR334W	YDR359C	YEL018W	YGR002C	YJL081C	YJR082C	YNL059C	YNL136W	YPR023C	YPR031W	
YAL011W	YBR231C	YDR334W	YDR485C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YLR315W	YPL018W	YPR046W	
YDR251W	YEL023C	YJL052W	YJR009C	YKL216W	YKR042W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YDR251W	YER032W	YER086W	YJL052W	YJR009C	YKR042W	YLR144C	YNL102W	YOR299W	YOR368W	YPR164W	
YBL059W	YBL082C	YDL115C	YGL043W	YGL070C	YGR005C	YGR063C	YGR140W	YJL140W	YML010W	YPL129W	
YBL059W	YBL082C	YDL115C	YGL043W	YGL070C	YGR005C	YGR063C	YGR072W	YGR140W	YJL140W	YPL129W	
YAL013W	YAL034C	YBR095C	YDL076C	YKL185W	YNL097C	YNL330C	YOL004W	YPL139C	YPL181W	YPR184W	
YAL013W	YBR095C	YBR223C	YDL076C	YDR207C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YPL181W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YJL081C	YLR085C	YLR385C	YLR399C	YML041C	YOL052C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YLR315W	YNR062C	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBL074C	YDR240C	YER172C	YFL017W-A	YGR013W	YGR074W	YIL061C	YLR298C	YNL092W	YPL213W	YPR182W	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YJR135C	YLR315W	YNR013C	YNR062C	YPL018W	YPR046W	
YBL076C	YDL019C	YDL145C	YDR047W	YDR238C	YER120W	YER122C	YGL137W	YIL076W	YLR260W	YNL255C	
YBL074C	YBR119W	YDL087C	YFL017W-A	YGR013W	YGR074W	YIL061C	YLR275W	YLR298C	YML046W	YNL092W	
YAL011W	YBR231C	YDR190C	YDR485C	YER168C	YGR086C	YLR079W	YLR085C	YLR385C	YOL045W	YOL052C	
YBL059W	YDR143C	YGL019W	YGL043W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YOL005C	
YAL016W	YDL134C	YDL188C	YER032W	YGL190C	YGR161C	YML109W	YMR273C	YOR014W	YOR162C	YPL152W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAL011W	YBR231C	YDR334W	YDR485C	YGL252C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAL011W	YBR231C	YDR334W	YDR485C	YGL252C	YLR085C	YLR385C	YML041C	YNL076W	YNL208W	YOL052C	
YBL082C	YBR193C	YER022W	YGR104C	YHR041C	YMR112C	YMR230W	YOR192C	YPL042C	YPL210C	YPR168W	
YAL011W	YBR231C	YDR334W	YDR485C	YGR002C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAL011W	YBR231C	YDR334W	YDR485C	YJL081C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	
YBL059W	YDL115C	YDL140C	YGL043W	YGL070C	YJL140W	YJL168C	YJL176C	YML114C	YOL005C	YPL129W	
YAL011W	YBR231C	YDR334W	YDR485C	YJL081C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	
YAL016W	YDL134C	YDL188C	YER032W	YGL190C	YGL251C	YGR161C	YML109W	YMR273C	YOR014W	YPL152W	
YBR026C	YBR280C	YDL132W	YDR054C	YFL029C	YIL046W	YJR090C	YKR009C	YOL063C	YPR138C	YPR164W	
YAL013W	YGR255C	YGR263C	YIL084C	YMR075W	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YBL059W	YBL082C	YCR079W	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YGR186W	YJL140W	YML010W	
YBL059W	YBL082C	YCR079W	YDL115C	YFL049W	YGL070C	YGR186W	YJL140W	YJL176C	YOL005C	YPL129W	
YAL016W	YDL134C	YDL188C	YER032W	YGL190C	YGL251C	YGR161C	YOR014W	YOR162C	YOR386W	YPL152W	
YBL084C	YBR054W	YDR118W	YER004W	YFR036W	YGL240W	YHR166C	YKR064W	YLR127C	YOR242C	YOR249C	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR404C	YGL043W	YGL070C	YGR005C	YGR186W	YJR017C	
YAL013W	YDR207C	YGR255C	YGR263C	YIL084C	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YAL016W	YDL134C	YDL188C	YER032W	YGL190C	YGL251C	YML109W	YMR273C	YOR014W	YOR162C	YPL152W	
YBR026C	YDL160C	YDR165W	YDR457W	YFL038C	YFR053C	YIL038C	YIL148W	YKR001C	YOL025W	YOR081C	
YBL059W	YBL082C	YCR079W	YDL115C	YDR404C	YGL043W	YGL070C	YGR186W	YJL140W	YOL005C	YPL129W	
YBR127C	YDL185W	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YBR127C	YDL185W	YEL051W	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YBL074C	YDR378C	YDR473C	YER112W	YER172C	YJR022W	YKL173W	YOR308C	YPR178W	YPR182W	
YBR081C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YMR223W	YPL047W	YPL254W	
YBR127C	YDL185W	YGR020C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YDR006C	YDR165W	YER071C	YFR053C	YGL253W	YGR285C	YHR064C	YNL209W	YOL087C	YOR081C	
YBL026W	YCR077C	YDR378C	YDR473C	YEL015W	YER146W	YGL173C	YJL124C	YJR022W	YNL147W	
YEL003W	YGR078C	YGR119C	YIL115C	YJL005W	YJL041W	YJL179W	YLR200W	YML094W	YNL153C	
YBR081C	YCL010C	YCR082W	YDR392W	YDR448W	YLR055C	YMR223W	YPL047W	YPL222W	YPL254W	
YDR424C	YEL003W	YGR078C	YGR119C	YIL115C	YJL041W	YJL061W	YJL179W	YKR082W	YOR046C	
YBL026W	YCR077C	YDR378C	YDR473C	YEL015W	YGL173C	YGR054W	YJL124C	YLR438C-A	YOL149W	
YBR127C	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YEL003W	YGR078C	YGR119C	YJL041W	YJL061W	YJL179W	YKR082W	YLR200W	YML094W	YNL153C	
YBR127C	YDR202C	YDR289C	YDR328C	YJR033C	YJR069C	YML121W	YMR258C	YNL239W	YPR036W	
YBL052C	YEL018W	YGR002C	YHR099W	YJR082C	YLR455W	YNL107W	YNL136W	YPR023C	YPR031W	
YDR422C	YEL037C	YER162C	YHR039C	YHR200W	YKL005C	YML011C	YOR310C	YPL096W	YPR137W	
YBL026W	YCR077C	YDR378C	YDR473C	YER146W	YGL173C	YJL124C	YJR022W	YNL147W	YOR308C	
YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	YOR081C	
YBL052C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YNL107W	YNL136W	YOR244W	YPR031W	
YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YKL216W	YLR131C	YOR269W	YOR305W	YOR368W	
YBL059W	YDL115C	YDL179W	YFL049W	YGL043W	YGL070C	YGR275W	YJL140W	YJL176C	YPL129W	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YGL043W	YGL070C	YOL005C	YOR151C	YPR133C	
YBL074C	YBR119W	YDR240C	YGR074W	YHR127W	YKL012W	YLR298C	YMR125W	YNL092W	YPR057W	
YBL052C	YBR231C	YDR334W	YDR359C	YFL024C	YHR090C	YJR082C	YNL107W	YOR244W	YPR031W	
YER050C	YGR084C	YGR215W	YKL155C	YMR158W	YMR188C	YNL081C	YNR037C	YOR158W	YPL013C	
YBR081C	YCL010C	YDR392W	YDR406W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YLR315W	YPL018W	YPR046W	
YBL055C	YBL105C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YMR193W	YNL232W	
YBL074C	YDR240C	YFL017W-A	YGR013W	YGR074W	YIL061C	YLR298C	YNL092W	YPL213W	YPR182W	
YDR118W	YER004W	YFR036W	YGL240W	YHR166C	YIR025W	YKL022C	YLR127C	YNL172W	YOR249C	
YBL074C	YDR240C	YER172C	YFL017W-A	YGR013W	YGR074W	YIL061C	YNL092W	YPL213W	YPR182W	
YBL074C	YDL181W	YGR091W	YHR156C	YHR165C	YNL092W	YOR097C	YOR159C	YOR305W	YOR308C	
YBR081C	YDL059C	YDR392W	YGR252W	YGR274C	YLR055C	YMR236W	YOL148C	YPL011C	YPL167C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YNL030W	YNL031C	YNL079C	YNL206C	YOR038C	
YBL008W	YBR279W	YIL121W	YJL115W	YLL063C	YMR172W	YOR038C	YOR040W	YOR061W	YPL084W	
YBL074C	YDL051W	YER172C	YLR275W	YNL024C	YOR078W	YOR305W	YPR057W	YPR178W	YPR182W	
YEL056W	YER161C	YGL229C	YJL102W	YLL022C	YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	
YBL074C	YBR119W	YDR240C	YGR074W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YNL092W	
YBL074C	YBR119W	YDL087C	YFL017W-A	YGR074W	YHR127W	YIL061C	YKL012W	YLR014C	YNL092W	
YBR140C	YGR255C	YJL056C	YKL037W	YLR102C	YLR148W	YLR454W	YML058W	YOR346W	YPR083W	
YBR140C	YDR192C	YDR498C	YJL056C	YLR102C	YLR454W	YML058W	YNL291C	YPL115C	YPR083W	
YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBL074C	YBR055C	YDR378C	YDR473C	YGR091W	YHR156C	YHR165C	YLR438C-A	YOR308C	YPR178W	
YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOL059W	
YBR139W	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YLR131C	YOR269W	
YBR139W	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	YOR269W	
YBL067C	YCR090C	YDL051W	YDL092W	YKL122C	YML105C	YOR196C	YPL210C	YPL243W	YPR088C	
YBR139W	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YHL002W	YHR064C	YKL216W	YOR269W	
YDR378C	YDR473C	YER172C	YFL017W-A	YGR091W	YJR022W	YKL173W	YLR014C	YNL147W	YOR308C	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBR119W	YDL087C	YDR240C	YGR013W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YMR125W	
YBR119W	YDL087C	YDR240C	YER172C	YLR275W	YLR298C	YNR011C	YOR305W	YOR308C	YPR182W	
YBR119W	YDL087C	YDR240C	YER069W	YIL061C	YKL095W	YLR147C	YLR325C	YML046W	YOR097C	
YBR119W	YDL087C	YDR235W	YER029C	YFL017W-A	YGR013W	YIL061C	YLR014C	YOR159C	YPL213W	
YBL059W	YBL082C	YDL115C	YDR075W	YGL043W	YGL070C	YGR005C	YGR063C	YJL140W	YML010W	
YBL059W	YBL082C	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YJL140W	YML114C	YPL129W	
YBL059W	YBL082C	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YJL140W	YML010W	YPL129W	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YGR063C	YJL098W	YKR028W	YML010W	YNL201C	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YBL047C	YDR026C	YDR156W	YER131W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	
YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBL059W	YBL082C	YDL115C	YFL049W	YGL043W	YGL070C	YGR005C	YJL140W	YJL176C	YPL129W	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YPL174C	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YIL153W	YKR028W	YML010W	YNL201C	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YPR178W	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJR063W	YNL248C	YOL041C	YPL174C	
YBL047C	YDR026C	YDR156W	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL248C	YNR003C	
YBL059W	YBL082C	YDL115C	YGL043W	YGL070C	YGR005C	YGR063C	YGR140W	YJL140W	YPL129W	
YBL059W	YBL082C	YDL115C	YFL049W	YGL043W	YGL070C	YJL140W	YJL176C	YML114C	YPL129W	
YDR060W	YDR312W	YDR496C	YHR066W	YKL014C	YKL082C	YMR239C	YOR206W	YPR131C	YPR143W	
YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGR252W	YMR223W	YPL254W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR179C	YLR315W	YLR381W	YOR342C	YPR046W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBL047C	YDR026C	YDR156W	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YOL041C	YPL174C	
YDR043C	YER164W	YIL035C	YKL088W	YLR387C	YLR407W	YMR172W	YOR039W	YOR054C	YOR061W	
YBL059W	YBL082C	YDL115C	YFL049W	YGL043W	YGL070C	YJL140W	YJL176C	YNR023W	YPL129W	
YBL059W	YBR259W	YDL115C	YDL140C	YGL043W	YGL070C	YJL140W	YJL168C	YOL005C	YPR133C	
YBR127C	YDL185W	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YNL239W	YPR036W	
YBL059W	YCR079W	YDL115C	YGL019W	YGL043W	YGL070C	YGR063C	YJL140W	YMR172W	YPL129W	
YBL059W	YCR079W	YDL115C	YFL049W	YGL070C	YGR186W	YJL140W	YJL176C	YML114C	YPL129W	
YBL059W	YBR259W	YDR143C	YGL043W	YGL070C	YGR005C	YGR186W	YIL021W	YJL140W	YOL005C	
YBR125C	YHR118C	YIR035C	YJL187C	YJR154W	YML065W	YMR072W	YNL261W	YPL001W	YPR162C	
YBR125C	YEL056W	YIR035C	YJL187C	YJR154W	YNL261W	YOR058C	YOR386W	YPL001W	YPR162C	
YEL043W	YFL054C	YGL116W	YJL110C	YKL048C	YKL142W	YLR179C	YNL067W	YPL004C	YPL155C	
YEL030W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YLR023C	YLR380W	YMR083W	YNL250W	
YBL052C	YDR359C	YFL024C	YHR090C	YJR082C	YLR455W	YNL107W	YOR064C	YOR244W	YPR031W	
YBL059W	YBR259W	YDL115C	YGL043W	YGL070C	YGR063C	YJL140W	YOL005C	YPL129W	YPR133C	
YEL023C	YHL002W	YJR009C	YKL216W	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBR119W	YER029C	YJL164C	YJR022W	YLR275W	YNL092W	YOR305W	YOR308C	YPR057W	YPR182W	
YBL041W	YBR173C	YCR076C	YEL061C	YER132C	YGR067C	YGR135W	YJR143C	YKR070W	YPR103W	
YBL059W	YBL082C	YCR079W	YDL115C	YDR404C	YGL043W	YGL070C	YGR186W	YJL140W	YOL005C	
YDR099W	YDR348C	YGR097W	YHR161C	YIL095W	YKR098C	YLR176C	YLR345W	YNL267W	YNR014W	
YBR119W	YDR240C	YER172C	YKL012W	YLR275W	YLR298C	YML046W	YMR125W	YNL024C	YOR159C	
YBL059W	YBL082C	YDL140C	YDR289C	YGL043W	YGL070C	YGR063C	YGR186W	YML010W	YPL129W	
YBL052C	YDR359C	YFL024C	YHR090C	YJR082C	YLR455W	YNL107W	YNL136W	YOR244W	YPR023C	
YBR081C	YCL010C	YDR145W	YDR176W	YDR448W	YGR252W	YMR223W	YMR236W	YPL047W	YPL254W	
YBL052C	YDR359C	YEL018W	YHR090C	YJR082C	YNL107W	YNL136W	YPL066W	YPR023C	YPR031W	
