YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YBR069C	YDR006C	YDR234W	YDR272W	YDR457W	YGL066W	YGR285C	YHR064C	YLL021W	YOL025W	YOR081C	
YBR069C	YDR006C	YDR234W	YDR457W	YDR463W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBR119W	YDR240C	YER172C	YKL012W	YLR275W	YLR298C	YML046W	YMR125W	YNL024C	YOR159C	YOR305W	
YGR013W	YGR074W	YJL164C	YJR022W	YKL012W	YLR275W	YNL092W	YOR305W	YPR057W	YPR178W	YPR182W	
YBR069C	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	YOR081C	
YBR069C	YDR006C	YDR234W	YDR457W	YFL013C	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	YPL048W	
YAL026C	YBR026C	YBR280C	YDL132W	YDR054C	YFL029C	YJR090C	YKR009C	YOL063C	YPR138C	YPR164W	
YBR231C	YDR334W	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJL081C	YJR082C	YNL107W	YPR023C	
YBR119W	YDL087C	YDR240C	YER172C	YLR275W	YLR298C	YNL024C	YNR011C	YOR305W	YOR308C	YPR182W	
YEL056W	YER161C	YGL229C	YJR154W	YLL022C	YMR230W	YMR233W	YNL030W	YNL031C	YNL079C	YOR386W	
YEL056W	YER161C	YGL229C	YJL102W	YJR154W	YLL022C	YMR233W	YNL030W	YNL031C	YNL079C	YOR386W	
YBR146W	YDR304C	YDR337W	YDR494W	YER050C	YHR216W	YJR031C	YKL054C	YMR158W	YNL081C	YPL013C	
YEL056W	YER161C	YGL229C	YJL102W	YJR154W	YLL022C	YLR072W	YMR233W	YNL031C	YNL079C	YOR386W	
YEL056W	YER161C	YGL229C	YGR104C	YLL022C	YLR072W	YMR230W	YNL030W	YNL031C	YNL079C	YNL206C	
YBR146W	YCR089W	YGR084C	YHR061C	YIL067C	YKL003C	YMR012W	YMR188C	YNL137C	YNR037C	YOR158W	
YBR229C	YDR092W	YDR141C	YDR221W	YDR252W	YGL087C	YGR134W	YHR193C	YJR011C	YMR140W	YPL037C	
YBL059W	YBL082C	YCR079W	YDL115C	YDR404C	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YOL005C	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL036C	YGR266W	YJL117W	YOR093C	YOR153W	YPL226W	
YDR192C	YDR498C	YGR255C	YJL056C	YKL037W	YLR102C	YLR148W	YML058W	YNL291C	YOR346W	YPR083W	
YBR229C	YDR141C	YDR221W	YDR252W	YGL097W	YGR134W	YHL034C	YHR193C	YJR011C	YNL088W	YPL037C	
YBL106C	YBR069C	YDR006C	YDR234W	YER136W	YFL007W	YFL013C	YGR285C	YHR064C	YKL081W	YLR262C	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL002C	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YDR192C	YDR498C	YJL056C	YKL037W	YLR148W	YML058W	YNL291C	YNL310C	YOR346W	YPL115C	YPR083W	
YDR192C	YFL037W	YGR116W	YGR255C	YJL056C	YLR102C	YLR148W	YML058W	YNL291C	YOR346W	YPR083W	
YBL059W	YBL082C	YCR079W	YDL115C	YDR404C	YGL043W	YGL070C	YGR186W	YJL140W	YOL005C	YPL129W	
YBL106C	YBR069C	YDR234W	YDR457W	YFL013C	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	YPL048W	
YBL059W	YBL082C	YCR079W	YDL115C	YFL049W	YGL043W	YGL070C	YJL140W	YJL176C	YNR023W	YPL129W	
YDR192C	YGR116W	YGR255C	YJL056C	YLR102C	YLR148W	YML058W	YNL291C	YNL310C	YOR346W	YPR083W	
YBR161W	YCL044C	YCR020W-B	YDL179W	YEL047C	YER062C	YGR056W	YGR275W	YLR321C	YLR357W	YMR091C	
YBL059W	YBL082C	YCR079W	YDL115C	YGL043W	YGL070C	YGR005C	YGR063C	YGR140W	YJL140W	YPL129W	
YBR125C	YHR118C	YIR035C	YJL187C	YJR154W	YLR185W	YML065W	YMR072W	YNL261W	YPL001W	YPR162C	
YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YDL179W	YFL049W	YGR056W	YGR186W	YGR275W	YJL176C	YLR033W	YNL307C	YOR290C	YPL016W	YPL129W	
YCR063W	YDL030W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLR011W	YLR117C	YML049C	YOR319W	
YDR195W	YDR475C	YER133W	YGR156W	YJR093C	YLL013C	YMR311C	YNL233W	YOR179C	YOR227W	YPR107C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL049C	YGL157W	YHL024W	YOR091W	YPR175W	
YBL059W	YBL082C	YCR079W	YDL115C	YDR075W	YGL043W	YGL070C	YGR005C	YGR063C	YJL140W	YML010W	
YBR081C	YDL059C	YDR392W	YDR448W	YGR252W	YLR055C	YML015C	YMR236W	YOL148C	YOR023C	
YER157W	YGL005C	YGL223C	YGR120C	YHR155W	YKL056C	YKL081W	YML071C	YNL041C	YNL051W	
YAL029C	YCR016W	YDR153C	YGL173C	YGL213C	YGR054W	YKL015W	YKL023W	YLR398C	YPR189W	
YAL021C	YCR093W	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	YNL288W	YNR052C	YPL268W	
YBR069C	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBR081C	YCL010C	YDR145W	YDR176W	YDR448W	YGR252W	YMR223W	YOR023C	YPL047W	YPL254W	
YCL011C	YHR167W	YIL038C	YIL041W	YJR032W	YML062C	YNL004W	YOR191W	YPL127C	YPL161C	
YBR289W	YDL179W	YFL049W	YGR056W	YGR275W	YHL025W	YJL176C	YML114C	YOR290C	YPL129W	
YCL011C	YDR138W	YHR167W	YJL006C	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	
YGR255C	YIL084C	YJL168C	YMR075W	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YDR071C	YDR299W	YDR365C	YER127W	YGR145W	YHR065C	YIL142W	YJL033W	YKL015W	YNL132W	
YBR267W	YCL024W	YGL241W	YGR245C	YIR008C	YKR048C	YKR092C	YLR410W	YNL078W	YOL012C	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YDR103W	YDR165W	YDR454C	YEL023C	YFR053C	YGL253W	YHL002W	YKL216W	YOR269W	YOR368W	
YBR289W	YDL179W	YFL049W	YGR275W	YHL025W	YJL176C	YNL307C	YNR023W	YOR290C	YPL016W	
YAL021C	YDR092W	YGL087C	YGL097W	YGR134W	YHR193C	YJR011C	YMR140W	YPL037C	YPL268W	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YML010W	YNL201C	
YAL021C	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	YNL247W	YNL288W	YPL037C	YPL268W	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJR063W	YNL248C	YOL041C	YPL174C	
YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	YOR269W	
YAL027W	YCR028C-A	YDR120C	YER049W	YKL114C	YLR226W	YML095C	YOR051C	YPL022W	YPL183C	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YGR285C	YHR064C	YLR058C	YLR262C	YOR081C	
YCR077C	YDR153C	YEL015W	YGL173C	YGR054W	YJL124C	YJR022W	YKL023W	YLR398C	YPR189W	
YAL008W	YDR299W	YDR365C	YER127W	YGR145W	YHR065C	YIL142W	YJL033W	YKL015W	YNL132W	
YDR359C	YEL018W	YHR090C	YJL123C	YJR082C	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YBR081C	YDR145W	YGL066W	YGR130C	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	YPL254W	
YBL047C	YDR026C	YDR156W	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YOL041C	YPR178W	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YOL041C	
YBR069C	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YOR269W	
YBR289W	YDL179W	YFL049W	YGR275W	YHL025W	YJL176C	YMR033W	YNR023W	YOR290C	YPL129W	
YBL047C	YDR026C	YDR156W	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL248C	YPL174C	
YBL046W	YDR075W	YDR173C	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YML010W	YNL201C	
YAL027W	YBL019W	YCR028C-A	YDR120C	YER049W	YLR226W	YML095C	YOR051C	YPL022W	YPL183C	
YCL011C	YDL084W	YDR138W	YHR167W	YIL038C	YJL065C	YJR032W	YML062C	YNL004W	YOR191W	
YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YBR081C	YDR145W	YGL066W	YGR130C	YGR252W	YLR055C	YMR223W	YOL148C	YPL047W	YPL254W	
YAL007C	YAR002C-A	YFR015C	YGL055W	YGL200C	YGR231C	YLR342W	YML012W	YML055W	YMR214W	
YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YKL216W	YLR231C	YOR269W	
YCR003W	YDR237W	YDR322W	YDR405W	YDR462W	YLR439W	YMR024W	YNL005C	YNL252C	YPL173W	
YAL023C	YBR171W	YCR009C	YCR043C	YDL095W	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YPR178W	
YAL021C	YBR229C	YDR221W	YDR252W	YGL097W	YGR134W	YHR193C	YJR011C	YPL037C	YPL268W	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YMR263W	YNL097C	YNL330C	YPL181W	
YAL029C	YDR195W	YDR301W	YER133W	YGR156W	YJR093C	YKL018W	YKL059C	YLR277C	YOR179C	
YCR071C	YDR116C	YDR322W	YDR405W	YGR076C	YLR312W-A	YLR439W	YMR024W	YNL252C	YPL173W	
YCL011C	YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	
YDR359C	YEL018W	YHR090C	YJR082C	YNL136W	YNL246W	YOR244W	YPL066W	YPR023C	YPR031W	
YBR069C	YDR006C	YDR234W	YDR272W	YDR457W	YGR285C	YHR064C	YLL021W	YOL025W	YOR081C	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YGR063C	YJL098W	YKR028W	YML010W	YNL201C	
YAL027W	YCR009C	YDR120C	YER049W	YML095C	YOR051C	YPL022W	YPL089C	YPL183C	YPR062W	
YBL041W	YBR173C	YCR076C	YEL061C	YER132C	YGR067C	YGR135W	YJR143C	YKR070W	YPR103W	
YBR069C	YDR234W	YDR457W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	YOL059W	YOR081C	
YER120W	YFR051C	YGL137W	YIL076W	YLR260W	YMR224C	YNL088W	YNL255C	YNL272C	YNL287W	
YER157W	YGL005C	YGL223C	YHR155W	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	
YAL027W	YFL008W	YIL062C	YJR065C	YKL013C	YLR370C	YML095C	YMR028W	YPL022W	YPL183C	
YBR289W	YDL179W	YFL049W	YGR275W	YHL025W	YJL176C	YNL307C	YNR023W	YOR290C	YPL129W	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YAL023C	YBL060W	YBR159W	YFL008W	YIL062C	YJR065C	YKL013C	YLR370C	YMR028W	YNR035C	
YER157W	YGL005C	YGL223C	YGR120C	YHR155W	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	
YBR067C	YDR181C	YDR283C	YDR415C	YER151C	YGR167W	YHR039C	YML057W	YMR255W	YNR051C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	
YBR073W	YER164W	YGL019W	YJR131W	YKL088W	YKR056W	YKR072C	YLR407W	YMR172W	YOR061W	
YBL047C	YDR026C	YDR156W	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YOL041C	YPL174C	
YBR067C	YDL066W	YDR415C	YER151C	YML029W	YMR118C	YMR173W	YMR277W	YNR051C	YOL109W	
YAL027W	YDR120C	YER049W	YIL095W	YML095C	YNL106C	YOR051C	YPL022W	YPL089C	YPL183C	
YBR173C	YER094C	YGL096W	YGR087C	YKL206C	YKR054C	YLR199C	YML092C	YMR314W	YOR355W	
YBL047C	YDR026C	YDR156W	YER131W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	
YCL011C	YDL084W	YDR138W	YHR167W	YIL038C	YIL041W	YJR032W	YNL004W	YOR191W	YPL161C	
YBL047C	YDR026C	YDR156W	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL248C	YNR003C	
YBR173C	YEL061C	YER132C	YFL017C	YGR067C	YGR135W	YJR143C	YKR070W	YKR095W	YOL146W	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YOL025W	YOR081C	
YCR009C	YDL190C	YEL037C	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YAL023C	YBR171W	YCR043C	YDL095W	YEL002C	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YAL007C	YAR002C-A	YBL060W	YDR086C	YGL200C	YGR231C	YJL034W	YLR342W	YML012W	YMR214W	
YAL007C	YAR002C-A	YBL060W	YGL200C	YGR231C	YJL034W	YJR104C	YLR342W	YML012W	YMR214W	
YAL024C	YAR007C	YDR300C	YFL014W	YHR164C	YHR204W	YJL173C	YNL031C	YNL079C	YNL312W	
YCL011C	YHR167W	YIL038C	YIL041W	YJL006C	YJR032W	YML062C	YNL004W	YNL253W	YPL161C	
YAL029C	YAR003W	YBR175W	YHR029C	YHR119W	YJR094W-A	YKL018W	YLL023C	YLR015W	YPL138C	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YGR285C	YHR064C	YLL021W	YLR262C	YOL025W	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YKR028W	YNL201C	
YDR075W	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YBR069C	YBR139W	YBR212W	YDR006C	YDR234W	YDR457W	YDR463W	YGR285C	YHR064C	YOL025W	
YDR359C	YEL018W	YHR090C	YJR082C	YNL107W	YNL136W	YNL246W	YOR244W	YPL066W	YPR023C	
YBR185C	YDL020C	YDL069C	YGL009C	YGL019W	YGL049C	YGR090W	YNL176C	YOR091W	YPR175W	
YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLR011W	YMR240C	YOR319W	YPL213W	
YBR173C	YDL203C	YEL061C	YER012W	YGL096W	YGR135W	YJL132W	YKL206C	YKR054C	YLR290C	
YBL047C	YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YPL174C	
YBR173C	YDL203C	YER012W	YGL096W	YGR087C	YJL132W	YKL206C	YLR199C	YLR290C	YMR314W	
YBR081C	YCL010C	YCR082W	YDR448W	YLR055C	YMR223W	YOL148C	YPL047W	YPL222W	YPL254W	
YBR161W	YCL044C	YDL179W	YEL047C	YER062C	YGR056W	YGR275W	YKR008W	YLR357W	YMR091C	
YBR081C	YCL010C	YCR082W	YDR392W	YDR448W	YLR055C	YMR223W	YPL047W	YPL222W	YPL254W	
YDR378C	YDR473C	YER172C	YFL017W-A	YGR091W	YJR022W	YKL173W	YLR014C	YNL147W	YOR308C	
YGL005C	YGL223C	YHR155W	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	YPR105C	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL002C	YEL036C	YGR266W	YOR153W	YPL226W	
YAL023C	YBR171W	YCR043C	YDL022W	YDL095W	YEL002C	YEL036C	YJL117W	YOR153W	YPL226W	
YBR067C	YCR028C-A	YDR283C	YDR415C	YER151C	YHR039C	YMR255W	YNL047C	YNR051C	YOL109W	
YBR166C	YCL014W	YDR006C	YDR234W	YER071C	YGR285C	YHR064C	YNL209W	YOL087C	YOR081C	
YAL007C	YAR002C-A	YDR086C	YFR015C	YGL200C	YGR231C	YLR342W	YML012W	YML055W	YMR214W	
YDR081C	YDR172W	YEL037C	YER162C	YHR039C	YKL005C	YKL159C	YML011C	YOR310C	YPR137W	
YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YOR224C	YOR341W	
YCR003W	YDR237W	YDR322W	YDR405W	YDR462W	YLR312W-A	YLR439W	YNL005C	YNL252C	YNL284C	
YDR060W	YDR312W	YDR496C	YHR066W	YKL014C	YKL082C	YMR239C	YOR206W	YPR131C	YPR143W	
YBL106C	YDL002C	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	YPL129W	
YBR146W	YDR304C	YDR337W	YDR494W	YER050C	YJR031C	YKL054C	YMR158W	YNL081C	YPL013C	
YBR146W	YDR304C	YDR337W	YDR494W	YER050C	YHR216W	YJR031C	YMR158W	YNL081C	YPL013C	
YCR009C	YDL190C	YEL037C	YER162C	YFR024C-A	YHR016C	YML011C	YPL096W	YPL249C	YPR062W	
YBR119W	YDL087C	YDR240C	YER172C	YLR275W	YLR298C	YMR125W	YNL024C	YOR305W	YPR182W	
YAR042W	YBR176W	YDL074C	YDL236W	YDR347W	YHL004W	YJR060W	YLR215C	YOL072W	YPR080W	
YCR020W-B	YCR052W	YDL179W	YDR303C	YGR054W	YGR056W	YHR013C	YLR321C	YLR357W	YOR253W	
YBR119W	YDL087C	YDR240C	YGR013W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YMR125W	
YEL056W	YER161C	YGL229C	YJL102W	YLL022C	YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	
YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR031W	
YBR119W	YDL181W	YFL017W-A	YLR014C	YLR147C	YLR325C	YOR097C	YOR159C	YOR305W	YPR101W	
YBR001C	YBR127C	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YPL201C	YPR036W	
YBL106C	YER092W	YFL013C	YGL150C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	
YBL082C	YBR193C	YBR253W	YER022W	YGR104C	YMR112C	YMR230W	YOR192C	YPL210C	YPR168W	
YDL216C	YDR179C	YDR202C	YDR328C	YIL071C	YJR033C	YMR025W	YMR258C	YMR277W	YOL117W	
YBL106C	YDL002C	YFL013C	YGL150C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	
YBR119W	YDR473C	YER029C	YFL017W-A	YGR278W	YHR165C	YKL173W	YLR014C	YOR159C	YOR308C	
YBR119W	YDR473C	YER029C	YFL017W-A	YGR278W	YHR165C	YKL173W	YNL092W	YOR159C	YOR308C	
YBL106C	YDL002C	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	
YBL008W	YDL156W	YIL121W	YJL115W	YNL030W	YNL031C	YNL079C	YNL206C	YOR038C	YPL153C	
YDL181W	YER029C	YER172C	YFL017W-A	YGR091W	YLR014C	YOR097C	YOR159C	YOR305W	YOR308C	
YBL106C	YDL002C	YEL044W	YFL013C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YPL048W	
YBL106C	YDL002C	YEL044W	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YOR141C	YOR189W	
YBL106C	YDL002C	YDR006C	YFL013C	YGL150C	YGR285C	YKL081W	YLR052W	YLR072W	YOR141C	
YCL059C	YDR113C	YDR143C	YGL078C	YGR283C	YHR089C	YLR175W	YMR310C	YNL227C	YPL009C	
YAL062W	YBL059W	YBL082C	YDR143C	YDR404C	YGL043W	YGL070C	YIL021W	YML010W	YPR133C	
YBR026C	YBR280C	YDL132W	YDR054C	YFL029C	YJR090C	YKR009C	YOL063C	YPR138C	YPR164W	
YBR234C	YDL029W	YDL190C	YEL037C	YJR065C	YKL013C	YLR370C	YMR028W	YNR035C	YPL096W	
YAL047C	YDL216C	YDR179C	YDR202C	YDR328C	YIL071C	YJR033C	YMR025W	YMR258C	YOL117W	
YBR234C	YCR009C	YDL190C	YDR081C	YEL037C	YFR024C-A	YHR016C	YML011C	YPL096W	YPR062W	
YER006W	YHR052W	YKL172W	YLR196W	YNL110C	YOR206W	YPL093W	YPL146C	YPR131C	YPR169W	
YBR108W	YCR009C	YDL190C	YEL037C	YLR218C	YML011C	YOL098C	YPL096W	YPL249C	YPR062W	
YCR063W	YDL030W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLR011W	YLR117C	YML049C	
YDL065C	YDR145W	YER148W	YHR036W	YIL016W	YML015C	YML031W	YMR005W	YMR227C	YPL011C	
YBL059W	YDL115C	YDL179W	YFL049W	YGL043W	YGL070C	YGR275W	YJL140W	YJL176C	YPL129W	
YBR231C	YDR334W	YDR485C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAR071W	YBL032W	YCL029C	YDL103C	YGL245W	YGR207C	YHR111W	YMR048W	YNL045W	YPL144W	
YBR146W	YGR084C	YHR061C	YIL067C	YKL003C	YMR012W	YMR188C	YNL137C	YNR037C	YOR158W	
YBR026C	YBR280C	YDL132W	YDR054C	YIL046W	YJR090C	YKR009C	YOL063C	YPR138C	YPR164W	
YCL011C	YDR138W	YIL038C	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YOR191W	YPL161C	
YBL082C	YBR193C	YDL215C	YGR104C	YGR116W	YHR041C	YMR112C	YMR230W	YOR192C	YPR168W	
YBR026C	YBR059C	YDL160C	YFL038C	YIL038C	YIL148W	YKL010C	YKL080W	YKR001C	YNL084C	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YKR072C	YLR085C	YLR385C	YML041C	YOL052C	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YLR085C	YLR187W	YLR385C	YML041C	YOL052C	
YDR165W	YEL023C	YFR053C	YGL253W	YKL216W	YLR131C	YLR231C	YOR269W	YOR305W	YOR368W	
YDR165W	YFR053C	YGL253W	YIL038C	YIL148W	YKR001C	YLR131C	YLR231C	YNL111C	YOR081C	
YCR060W	YDL002C	YDR190C	YER092W	YFL013C	YGL150C	YHR034C	YLR052W	YNL215W	YOR189W	
YDR167W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YPL047W	
YCR059C	YDL074C	YDL236W	YDR347W	YHL004W	YJL130C	YJR060W	YLR215C	YOL072W	YPR080W	
YDR176W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YMR223W	YOL148C	YPL047W	YPL254W	
YBR119W	YDL087C	YDR235W	YDR240C	YGR013W	YHR127W	YIL061C	YKL012W	YLR298C	YML046W	
YEL015W	YER112W	YER146W	YGL173C	YGR054W	YJR022W	YKL023W	YLR438C-A	YMR268C	YNL118C	
YBR119W	YDL087C	YDR235W	YER029C	YFL017W-A	YGR013W	YIL061C	YLR014C	YOR159C	YPL213W	
YDR181C	YDR283C	YDR415C	YGR167W	YKL101W	YLL005C	YML057W	YMR255W	YNL047C	YNR051C	
YBL084C	YFR036W	YGL240W	YIR025W	YKL022C	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YIL095W	YJR094W-A	YLR015W	YLR246W	YPL138C	
YCL011C	YCR059C	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YIL095W	YKL018W	YLR015W	YLR246W	YPL138C	
YAL011W	YBR231C	YDR334W	YGR002C	YJL081C	YLR085C	YLR187W	YLR385C	YLR399C	YOL052C	
YDL160C	YDR473C	YEL015W	YGR091W	YJL124C	YKL173W	YLR438C-A	YMR268C	YNL147W	YOR308C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YKL018W	YLL023C	YLR015W	YLR246W	YPL138C	
YDL045W-A	YDR175C	YDR337W	YGR165W	YJL063C	YJR096W	YJR113C	YKL155C	YNL306W	YNR036C	
YBL084C	YBR054W	YFR036W	YGL240W	YHR166C	YKL022C	YLR127C	YNL172W	YOR242C	YOR249C	
YAR003W	YBR175W	YBR258C	YHR029C	YHR119W	YIL095W	YJR094W-A	YLL023C	YLR015W	YPL138C	
YDL045W-A	YDR175C	YDR337W	YGR165W	YJL063C	YJR113C	YKL058W	YKL155C	YNL306W	YNR036C	
YAL011W	YDR334W	YDR485C	YER168C	YKR072C	YLR085C	YLR385C	YML041C	YNL107W	YOL052C	
YAR015W	YDR211W	YER025W	YGL064C	YGL143C	YJR007W	YKR026C	YLR291C	YOR260W	YOR360C	
YDL051W	YDR378C	YER172C	YGR091W	YHR156C	YHR165C	YNL147W	YOR078W	YOR308C	YPR178W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YAR003W	YBR175W	YHR029C	YHR119W	YIL095W	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YAR003W	YBR258C	YDR469W	YHR029C	YHR119W	YIL095W	YKL018W	YLR015W	YLR246W	YOR179C	
YBL086C	YDL131W	YDL182W	YDR500C	YER001W	YER122C	YIL103W	YJR094W-A	YKL048C	YPR067W	
YBR198C	YGL066W	YGL112C	YGR252W	YLR055C	YML015C	YMR223W	YOL148C	YPL047W	YPL254W	
YCR002C	YDL225W	YDR071C	YDR365C	YDR507C	YHR065C	YHR107C	YIL142W	YIR008C	YKL015W	
YBL059W	YCR079W	YDL115C	YFL049W	YGL043W	YGL070C	YGR186W	YJL140W	YJL176C	YPL129W	
YBL087C	YBR105C	YCL039W	YDL176W	YDR255C	YGL227W	YIL017C	YIL097W	YMR135C	YPL061W	
YBR127C	YDL185W	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YNL239W	YPR036W	
YBL059W	YCR079W	YDL115C	YGL019W	YGL043W	YGL070C	YGR063C	YJL140W	YMR172W	YPL129W	
YBR127C	YDL185W	YGR020C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YCR035C	YDL175C	YGL120C	YIL079C	YJL050W	YMR137C	YNL224C	YOL115W	YOL120C	YOR212W	
YBR198C	YDR145W	YGL112C	YGR130C	YLR055C	YML015C	YML031W	YML098W	YMR227C	YPL011C	
YBR127C	YDL185W	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YBL084C	YBR054W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLR127C	YNL172W	YOR242C	
YBR139W	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	
