YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YDR473C	YGL128C	YGR091W	YGR278W	YHR156C	YJR050W	YKR022C	YLR117C	YMR213W	YOR308C	
YAL016W	YAL024C	YDL134C	YDL188C	YGL190C	YML109W	YMR273C	YOR014W	YOR349W	YPR040W	
YAL032C	YBL104C	YBR065C	YCR063W	YDR416W	YGL128C	YGR278W	YJR050W	YKR022C	YPL151C	
YAL032C	YBR065C	YCR063W	YDL098C	YER013W	YER172C	YHR156C	YHR165C	YLR117C	YPR082C	
YAL032C	YBR065C	YCR063W	YDL209C	YER013W	YGR278W	YJR050W	YMR213W	YPL151C	YPR101W	
YAL032C	YBR065C	YCR063W	YDR364C	YER172C	YHR156C	YJR050W	YKL095W	YLL036C	YPL213W	
YBL050W	YDR189W	YDR264C	YGL095C	YGL145W	YKL196C	YLR268W	YMR197C	YOR036W	YOR212W	
YAL032C	YBR065C	YGR278W	YHR156C	YLR117C	YLR424W	YML049C	YMR213W	YNL286W	YPL151C	
YBL047C	YCR030C	YGL043W	YLR189C	YLR432W	YML009C	YMR098C	YMR225C	YOL016C	YPL183W-A	
YAL032C	YBR152W	YER112W	YER172C	YGR074W	YML049C	YMR288W	YNL286W	YPL213W	YPR082C	
YAL016W	YAL024C	YDL188C	YGL190C	YJR009C	YML109W	YMR152W	YMR273C	YOR349W	YPL106C	
YBL046W	YDL140C	YDR075W	YDR379W	YGR063C	YGR192C	YIL021W	YIL153W	YML010W	YNL201C	
YBL046W	YDL117W	YDR075W	YGR063C	YGR192C	YIL021W	YJL140W	YML010W	YNL201C	YPR180W	
YBR084W	YDL040C	YGL213C	YGR016W	YGR254W	YGR285C	YHR013C	YMR116C	YPL198W	YPR189W	
YBL027W	YBL032W	YER147C	YFL034W	YGL147C	YHL019C	YKL135C	YLR170C	YPL259C	YPR029C	
YBL026W	YDL098C	YER112W	YER146W	YER172C	YGR091W	YHR156C	YOR308C	YPR082C	YPR178W	
YBL026W	YCR077C	YDR378C	YER146W	YGL173C	YJL124C	YJR022W	YNL147W	YOR308C	YPR082C	
YBL026W	YCR077C	YDL160C	YDR037W	YER146W	YJL124C	YLR438C-A	YMR268C	YNL147W	YNL256W	
YBL026W	YCR077C	YDL160C	YDR037W	YER146W	YGR075C	YJL124C	YLR438C-A	YMR268C	YNL256W	
YAL016W	YAL024C	YDL134C	YDL188C	YGL190C	YGR161C	YML109W	YMR273C	YOR014W	YOR349W	
YBL026W	YBR055C	YBR152W	YDR378C	YDR473C	YGR091W	YHR165C	YJL203W	YOR308C	YPR178W	
YBR081C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGR252W	YLR055C	YOL148C	YPL254W	
YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL066W	YLR055C	YMR223W	YOL148C	YPL254W	
YBR081C	YCL010C	YDR392W	YDR448W	YHR099W	YJL081C	YLR055C	YMR223W	YMR236W	YPL254W	
YBR081C	YDR044W	YDR167W	YDR392W	YDR448W	YGR252W	YLR055C	YML098W	YMR005W	YOL148C	
YAL016W	YAL024C	YDL134C	YDL188C	YGL190C	YGR161C	YML109W	YMR273C	YOR014W	YPR040W	
YBR084W	YDR418W	YGL213C	YGR285C	YHR010W	YHR064C	YLR398C	YMR116C	YOR096W	YPR189W	
YAL042W	YBR229C	YDL145C	YDR221W	YDR238C	YER122C	YIL076W	YML067C	YNL287W	YPL010W	
YAL042W	YBR229C	YDL145C	YDR238C	YER122C	YFR051C	YGL137W	YIL076W	YKR067W	YML067C	
YAL042W	YBR229C	YDL145C	YDR238C	YER122C	YIL076W	YKR067W	YML067C	YNL287W	YPL010W	
YAL042W	YBR229C	YDL145C	YER122C	YFR051C	YGL137W	YIL076W	YKR067W	YML067C	YPL010W	
YAL042W	YBR229C	YDL145C	YER122C	YFR051C	YIL076W	YKR067W	YML067C	YNL287W	YOR201C	
YAL042W	YBR229C	YDL145C	YER122C	YGL137W	YIL076W	YKR067W	YLR342W	YML067C	YPL010W	
YAL042W	YBR229C	YDR221W	YDR238C	YER122C	YFR051C	YGL137W	YIL076W	YML067C	YNL287W	
YAL042W	YBR229C	YDR221W	YER122C	YFR051C	YGL137W	YIL076W	YKR067W	YML067C	YNL287W	
YBL024W	YDR137W	YGR054W	YKL143W	YKR057W	YLR039C	YLR264W	YNL096C	YPL081W	YPL204W	
YBL024W	YDL149W	YLR039C	YLR192C	YLR264W	YMR146C	YNL096C	YNL244C	YOR361C	YPR041W	
YAL036C	YDR418W	YGR285C	YHR064C	YJL080C	YJR145C	YKR057W	YLR226W	YLR406C	YOR096W	
YBR055C	YBR152W	YDR473C	YER172C	YGR074W	YGR075C	YJL203W	YKL173W	YOR308C	YPR178W	
YAL036C	YBR086C	YCL011C	YCL037C	YDL083C	YGR162W	YHL034C	YLR406C	YMR230W	YNL224C	
YAL036C	YBR086C	YCL037C	YDL051W	YDL083C	YGR162W	YHL034C	YLR406C	YMR230W	YNL224C	
YAL036C	YBR158W	YDR418W	YGR285C	YHR064C	YJL080C	YJR145C	YKR057W	YLR406C	YOR096W	
YAL036C	YCL011C	YCL037C	YDL083C	YGR162W	YHL034C	YLR406C	YMR230W	YNL224C	YPL048W	
YAL036C	YCL011C	YCL037C	YGL049C	YGR162W	YHL034C	YJL190C	YLR406C	YMR125W	YMR230W	
YAL036C	YCL011C	YCL037C	YGR162W	YHL034C	YJL190C	YLR406C	YMR125W	YMR230W	YPL048W	
YBL032W	YBR208C	YDR069C	YFL034W	YGL147C	YGR193C	YHL019C	YLR170C	YPL259C	YPR029C	
YBL032W	YBR208C	YBR221C	YDR069C	YFL034W	YGR193C	YLR170C	YNL071W	YPL259C	YPR029C	
YBR065C	YCR063W	YDL209C	YDR364C	YER013W	YJR050W	YKL095W	YLL036C	YMR213W	YPL151C	
YAL016W	YAL024C	YDL134C	YDL188C	YGL190C	YJR009C	YML109W	YMR273C	YOR014W	YOR349W	
YAL029C	YBR130C	YGL157W	YIL034C	YIR003W	YKL007W	YKL130C	YLR429W	YML056C	YMR109W	
YAL036C	YDR418W	YGR285C	YHR064C	YJL080C	YJR145C	YKR057W	YLR226W	YLR406C	YPR057W	
YBR065C	YCR063W	YER013W	YER172C	YHR156C	YJR050W	YLR117C	YLR424W	YPL151C	YPR101W	
YAL036C	YFL017W-A	YGR285C	YHL015W	YHR064C	YJL080C	YKR057W	YLR226W	YPR057W	YPR161C	
YBR065C	YCR063W	YER172C	YGL100W	YGR278W	YHR156C	YJR050W	YLR117C	YMR213W	YPL151C	
YBL030C	YDR141C	YFL026W	YFR044C	YGL238W	YKL008C	YKL039W	YKL092C	YLR044C	YNL297C	
YBL030C	YDL215C	YHL003C	YKL008C	YKL039W	YKL092C	YKL142W	YKR066C	YLR044C	YOR153W	
YBL027W	YDL191W	YGR027C	YHR114W	YJL201W	YJR005W	YKL125W	YLR150W	YOL062C	YPR004C	
YAL016W	YAL024C	YDL134C	YDL188C	YGL190C	YGR161C	YML109W	YOR014W	YOR349W	YPR040W	
YBR069C	YDL030W	YDL043C	YER172C	YGR074W	YJL203W	YKL173W	YML049C	YNL286W	YOR319W	
YBL027W	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YHL019C	YKL135C	YPL259C	YPR152C	
YAL027W	YCL024W	YDL042C	YDR174W	YDR507C	YGR208W	YGR261C	YJL076W	YKL112W	YNL030W	
YBL099W	YBR039W	YDL002C	YDL192W	YDR298C	YFL013C	YFL039C	YGL150C	YLR052W	YOR141C	
YAL021C	YBL035C	YDR292C	YER068W	YGR134W	YIR008C	YKL045W	YNL102W	YNL288W	YNR052C	
YBL099W	YBR039W	YDL002C	YDL192W	YDR298C	YER092W	YFL013C	YLR052W	YNL059C	YPL053C	
YBL090W	YBR251W	YGR165W	YGR215W	YMR158W	YNR036C	YNR037C	YOL115W	YOR158W	YPL013C	
YAL027W	YBR288C	YCL024W	YDR174W	YDR507C	YGR208W	YGR261C	YJL076W	YNL216W	YPL195W	
YBL087C	YDR148C	YDR496C	YFL018C	YFR049W	YIL125W	YLR449W	YMR121C	YMR242C	YNL175C	
YBL087C	YDR148C	YDR496C	YEL055C	YFR049W	YIL125W	YLR449W	YMR121C	YMR242C	YNL175C	
YBL087C	YBR126C	YDR074W	YDR496C	YFL008W	YLR449W	YML100W	YMR121C	YMR261C	YNL175C	
YAL027W	YCL024W	YDL042C	YDR174W	YDR507C	YGR208W	YGR261C	YJL076W	YKL112W	YLR436C	
YBL076C	YCL050C	YDL112W	YDR335W	YDR457W	YGL238W	YGR204W	YHL011C	YJL052W	YKL067W	
YBL076C	YCL050C	YDL112W	YDR335W	YDR341C	YDR457W	YHL011C	YKL067W	YKL104C	YLL018C	
YBL099W	YBR039W	YDL002C	YDL192W	YER092W	YFL013C	YLR052W	YNL059C	YOR141C	YPL053C	
YBL076C	YBR058C	YCL050C	YDL112W	YDR335W	YDR341C	YDR457W	YHL011C	YKL067W	YLL018C	
YAL027W	YCL024W	YDL042C	YDR174W	YDR507C	YGR208W	YGR261C	YJL076W	YKL112W	YNL216W	
YAL027W	YCL024W	YDL042C	YDR174W	YDR507C	YGR208W	YGR261C	YJL076W	YNL216W	YPL082C	
YAL027W	YCL024W	YDR174W	YDR507C	YGL241W	YKR048C	YLR133W	YMR139W	YNL078W	YOL070C	
YBR011C	YCL014W	YCR030C	YLR371W	YLR425W	YML009C	YMR098C	YMR225C	YPL066W	YPL183W-A	
YBR011C	YDL203C	YIL161W	YLR371W	YLR386W	YLR425W	YNL023C	YOR187W	YPL066W	YPL083C	
YBL075C	YER103W	YIL035C	YJL155C	YKL064W	YKL088W	YLR345W	YML016C	YMR172W	YOR039W	
YBL075C	YER103W	YGL130W	YHR121W	YJL155C	YKL088W	YKR014C	YLR345W	YML016C	YPL228W	
YBL075C	YER103W	YER164W	YIL035C	YKL064W	YKL088W	YLR407W	YMR172W	YOR039W	YOR061W	
YBL075C	YER103W	YER164W	YGL130W	YHR121W	YKL088W	YKR014C	YMR172W	YOR039W	YPL228W	
YBR017C	YBR072W	YFR010W	YHL030W	YJL039C	YJR077C	YLR421C	YML016C	YMR186W	YPR184W	
YAL026C	YAL053W	YBR031W	YBR205W	YDL112W	YFR044C	YGR026W	YHL003C	YML072C	YOR153W	
YBL103C	YBR245C	YBR289W	YGL013C	YGR017W	YHL025W	YKR001C	YMR072W	YOL067C	YOL072W	
YBL099W	YDL192W	YER092W	YFL013C	YGL150C	YLR052W	YNL059C	YOR141C	YPL053C	YPL129W	
YBL103C	YBR245C	YDL002C	YDL192W	YDR190C	YER092W	YFL013C	YFR013W	YLR052W	YPL053C	
YAL024C	YBR103W	YCR033W	YDR155C	YGL194C	YGR178C	YIL112W	YKR029C	YMR273C	YOL068C	
YAL024C	YBR103W	YCR033W	YDR155C	YGL194C	YIL112W	YKR029C	YLR347C	YMR273C	YOL068C	
YBL099W	YDL002C	YDL192W	YDR298C	YER092W	YFL013C	YLR052W	YNL059C	YOR141C	YPL053C	
YAL024C	YDL075W	YDL083C	YDR382W	YGR281W	YLR221C	YML026C	YOR014W	YOR173W	YOR234C	
YAL009W	YDL040C	YGR016W	YGR254W	YHR013C	YJL099W	YLR330W	YMR116C	YMR237W	YPL198W	
YBL099W	YBR039W	YDL192W	YER092W	YFL013C	YGL150C	YLR052W	YNL059C	YOR141C	YPL053C	
YBL103C	YDL002C	YDL192W	YDR190C	YER092W	YGL150C	YLR052W	YMR185W	YPL053C	YPL235W	
YBL099W	YBR039W	YDL192W	YDR298C	YER092W	YGR281W	YJL012C	YLR052W	YLR075W	YOR270C	
YAL027W	YCL024W	YDR174W	YDR507C	YJR045C	YKR048C	YLR133W	YMR139W	YNL078W	YOL070C	
YAL026C	YAL053W	YBR031W	YBR205W	YDL112W	YFR044C	YGR026W	YML072C	YOR153W	YPL220W	
YBL099W	YBR039W	YDL192W	YDR298C	YER092W	YFL013C	YGR281W	YLR052W	YOR141C	YPL218W	
YBL104C	YBR055C	YBR152W	YHR165C	YIR009W	YJR084W	YMR240C	YMR288W	YNL286W	YPL213W	
YAL026C	YAL053W	YBR031W	YBR205W	YDL112W	YGR026W	YHL003C	YML072C	YOR153W	YPL220W	
YBL104C	YDL030W	YDL043C	YER029C	YIR009W	YJR084W	YMR240C	YOR319W	YPL213W	YPR101W	
YAL026C	YAL053W	YBR205W	YDL112W	YFR044C	YGR026W	YHL003C	YML072C	YOR153W	YPL220W	
YAL026C	YAL053W	YBR205W	YDR406W	YGL234W	YML029W	YML072C	YOL013C	YOR153W	YPL220W	
YAL026C	YAL053W	YDR049W	YGL234W	YGL246C	YHL003C	YML029W	YNL178W	YOL006C	YOR153W	
YAL026C	YAL053W	YDR406W	YGL234W	YGL246C	YLL045C	YML029W	YNL178W	YOL013C	YOR153W	
YAL026C	YAL053W	YDR406W	YGL234W	YHL003C	YML029W	YML072C	YOL013C	YOR153W	YPL220W	
YBL099W	YBR039W	YDL002C	YER092W	YKR001C	YLR052W	YNL059C	YOR141C	YOR304W	YPL053C	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YGR261C	YLR436C	YMR304W	YPR152C	
YAL029C	YBR081C	YDR145W	YDR176W	YDR392W	YGL066W	YGR252W	YMR223W	YOL148C	YPL254W	
YBL074C	YBL104C	YBR065C	YCR063W	YDL098C	YIR009W	YJR050W	YJR084W	YOR319W	YOR349W	
YAL029C	YBR081C	YDR176W	YDR392W	YGR252W	YLR055C	YMR223W	YNL236W	YOL148C	YPL254W	
YAL029C	YBR130C	YDR280W	YGR158C	YGR195W	YHR216W	YKL130C	YLR398C	YLR432W	YML056C	
YAL029C	YBR130C	YER071C	YGL157W	YIL034C	YIR003W	YKL007W	YKL130C	YLR429W	YMR109W	
YAL029C	YBR130C	YER071C	YGL157W	YIL034C	YIR003W	YKL007W	YKL130C	YMR109W	YOR284W	
YAL029C	YBR130C	YER071C	YHR216W	YIR003W	YKL007W	YKL130C	YLR432W	YML056C	YPL153C	
YAL017W	YCR073W-A	YDL117W	YDR001C	YDR099W	YER177W	YGL252C	YLR028C	YLR389C	YNL076W	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YLR436C	YMR304W	YPL259C	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YLR436C	YMR304W	YNL071W	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YGR193C	YKL104C	YNL071W	YPL259C	YPR152C	
YBL074C	YBL104C	YBR065C	YCR063W	YDR416W	YER013W	YGL100W	YHR156C	YJR050W	YLL036C	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YFL018C	YGR193C	YMR304W	YNL071W	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YER178W	YFL018C	YGR193C	YLR436C	YMR304W	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR430C	YER178W	YGR193C	YNL071W	YPL259C	YPR152C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR430C	YER178W	YGR193C	YKL104C	YNL071W	YPL259C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR430C	YER178W	YFL018C	YGR193C	YNL071W	YPR152C	
YAL029C	YBR130C	YER083C	YGL106W	YHR023W	YKL129C	YKL130C	YMR299C	YOR035C	YOR326W	
YAL017W	YBR198C	YCR042C	YGL112C	YML015C	YML098W	YML114C	YMR227C	YPL011C	YPL129W	
YBL058W	YBR170C	YDR406W	YGL234W	YGL246C	YGR048W	YKL213C	YLL045C	YML029W	YOL013C	
YAL029C	YBR130C	YGL157W	YHR216W	YKL130C	YLR429W	YLR432W	YML056C	YMR109W	YPL153C	
YBL058W	YBR170C	YDR049W	YDR406W	YGL234W	YGL246C	YKL213C	YLL045C	YML029W	YOL013C	
YBL058W	YBR170C	YDR049W	YDR406W	YGL234W	YGL246C	YGR048W	YKL213C	YML029W	YOL013C	
YAL027W	YCL024W	YDR507C	YGL241W	YJR045C	YKR048C	YKR082W	YLR133W	YMR139W	YNL078W	
YBR017C	YDL007W	YFR010W	YGR135W	YGR232W	YHL030W	YHR200W	YLR421C	YOL087C	YPR103W	
YBR017C	YDL007W	YFR010W	YGR232W	YHL030W	YHR200W	YIL075C	YKL145W	YLR421C	YOL087C	
YBR017C	YDL097C	YDR394W	YGL048C	YHL030W	YHR027C	YLR421C	YOL087C	YOR117W	YOR259C	
YBL075C	YBR072W	YJL039C	YJL155C	YJR077C	YKL088W	YKL193C	YLR345W	YML016C	YPR184W	
YBR017C	YDL147W	YDR394W	YDR427W	YHL030W	YLR421C	YOL087C	YOR117W	YOR259C	YPR108W	
YBL075C	YBR072W	YGR218W	YJL155C	YJR077C	YKL088W	YKL193C	YLR345W	YML016C	YPR184W	
YBR017C	YDR394W	YER021W	YFR010W	YGR232W	YHL030W	YHR027C	YHR200W	YLR421C	YOL087C	
YBL074C	YBR065C	YCR063W	YDR416W	YER013W	YHR156C	YHR165C	YJR050W	YLL036C	YPL213W	
YBL074C	YBR065C	YCR063W	YDL030W	YHR156C	YJR050W	YJR084W	YLR117C	YLR424W	YMR213W	
YBL074C	YBR065C	YCR063W	YDL030W	YHR156C	YJR050W	YJR084W	YKL173W	YLR117C	YLR424W	
YBR017C	YFR010W	YGR135W	YGR232W	YHL030W	YHR200W	YJR077C	YLR421C	YML016C	YOL087C	
YAL034C	YAR002W	YCL009C	YER110C	YFR030W	YIL094C	YLR347C	YML063W	YOR136W	YPR174C	
YAL027W	YCL024W	YDR507C	YGL241W	YJR045C	YKR048C	YLR133W	YMR139W	YNL078W	YOL070C	
YAL029C	YBR081C	YCL010C	YDR145W	YDR176W	YDR448W	YGR252W	YMR223W	YMR236W	YPL254W	
YAL029C	YBR081C	YCL010C	YDR167W	YDR392W	YKL078W	YLR055C	YMR223W	YMR236W	YPL254W	
YAL029C	YBR081C	YCL010C	YDR392W	YDR448W	YHR099W	YLR055C	YMR223W	YMR236W	YPL254W	
YAL029C	YBR081C	YCL010C	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YPL254W	
YAL029C	YBR081C	YDR145W	YDR176W	YDR392W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	
YBR021W	YDL066W	YER151C	YHR186C	YJR066W	YLR373C	YLR441C	YNL250W	YNR051C	YPL128C	
YBL074C	YBL104C	YBR069C	YDL043C	YIR009W	YJL203W	YJR084W	YML049C	YNL286W	YOR319W	
YBL074C	YBL104C	YBR065C	YCR063W	YHR156C	YJR050W	YJR084W	YLR424W	YOR319W	YPR101W	
YBL074C	YBL104C	YBR065C	YCR063W	YER172C	YHR156C	YJR050W	YLR117C	YLR424W	YPR101W	
YAR002W	YDL083C	YGL120C	YGR280C	YLR335W	YMR230W	YNL189W	YNL224C	YOR098C	YPL020C	
YBL007C	YBL027W	YDL191W	YFR024C-A	YGR027C	YHR114W	YJL201W	YLR150W	YLR337C	YML001W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR179C	YJR135C	YLR381W	YPL018W	YPR046W	
YAR042W	YDL019C	YDR243C	YER120W	YGR086C	YHL020C	YHR195W	YIL074C	YLR183C	YLR397C	
YAL013W	YBR095C	YCR084C	YFR013W	YKL072W	YMR075W	YMR263W	YNL097C	YOL004W	YPL139C	
YBL007C	YFR024C-A	YGL206C	YGR167W	YHR114W	YJL201W	YLR337C	YML001W	YNL084C	YOR181W	
YAR042W	YDL019C	YER120W	YGR086C	YHL020C	YHR195W	YIL074C	YLR397C	YMR031C	YPL004C	
YAR014C	YBR125C	YDR028C	YDR186C	YDR477W	YER027C	YGL115W	YGL208W	YGR152C	YNR034W	
YBL007C	YBL027W	YBL032W	YER147C	YHL019C	YHR114W	YKL135C	YLR170C	YLR337C	YML001W	
YAL010C	YER053C	YGR130C	YJL066C	YKR052C	YLR333C	YMR031C	YMR203W	YMR241W	YPR024W	
YBL004W	YCL059C	YGR090W	YJR002W	YKR060W	YLR003C	YLR197W	YNR043W	YOR078W	YOR310C	
YAR014C	YBR125C	YDR028C	YDR049W	YDR186C	YDR422C	YER027C	YER129W	YGL115W	YGR152C	
YAR014C	YCR073W-A	YDR028C	YKL193C	YLR028C	YLR258W	YLR389C	YMR037C	YNR034W	YPL184C	
YAR014C	YCR073W-A	YDR028C	YER177W	YLR028C	YLR258W	YLR389C	YMR037C	YNR034W	YPL184C	
YBR105C	YDL082W	YDR228C	YGL044C	YGL227W	YHL033C	YHR216W	YLR115W	YMR061W	YOR250C	
YBR105C	YDL082W	YDR195W	YDR228C	YHR216W	YJR093C	YLR115W	YMR061W	YOR250C	YPR107C	
YAR042W	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YGR246C	YHL020C	YHR195W	YIL074C	
YAL013W	YBR095C	YDL076C	YDR207C	YIL084C	YIL101C	YMR263W	YNL097C	YPL139C	YPL181W	
YBL007C	YFR024C-A	YGR167W	YHR114W	YJL201W	YLR150W	YLR337C	YML001W	YNL084C	YNL243W	
YAR002W	YDR257C	YER110C	YLR335W	YLR347C	YMR308C	YNL189W	YNL224C	YOR098C	YPL020C	
YAL010C	YDR490C	YER053C	YGR086C	YGR130C	YJL066C	YLR333C	YMR031C	YMR241W	YPL004C	
YBL017C	YBR214W	YBR225W	YGL197W	YGR161C	YJL098W	YKR028W	YLR310C	YOR267C	YPL049C	
YAL013W	YBR095C	YDL076C	YDR207C	YIL084C	YIL101C	YNL097C	YNL330C	YPL139C	YPL181W	
YAR007C	YCR092C	YDL156W	YDR097C	YIR002C	YJL173C	YML032C	YMR234W	YNL312W	YPR065W	
YBR105C	YBR272C	YEL056W	YJR109C	YLL022C	YNL030W	YOL054W	YOR293W	YOR303W	YPL001W	
YBR105C	YBR272C	YEL056W	YJL168C	YJR109C	YLL022C	YNL030W	YOR293W	YOR303W	YPL001W	
YAR014C	YCR073W-A	YDR028C	YDR502C	YER070W	YER133W	YLR028C	YLR389C	YMR311C	YNR034W	
YAR002W	YCL009C	YER110C	YGL191W	YJL138C	YLR335W	YMR310C	YNL224C	YPL020C	YPR174C	
YBL007C	YBL037W	YDL191W	YFR024C-A	YGR027C	YHR114W	YJL201W	YJR005W	YKL125W	YLR337C	
YAR014C	YCR073W-A	YDR028C	YER133W	YER177W	YKL193C	YLR028C	YLR258W	YMR311C	YNR034W	
YAR042W	YBR177C	YDL019C	YDR150W	YER120W	YFL016C	YHL020C	YIL074C	YKL057C	YLR183C	
YBR095C	YDL076C	YDR207C	YIL084C	YIL101C	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	
YAR014C	YCR073W-A	YDR028C	YER133W	YER177W	YLR028C	YLR258W	YLR389C	YMR311C	YNR034W	
YAL013W	YBR095C	YCR084C	YDL076C	YDR207C	YIL084C	YMR075W	YMR263W	YNL097C	YPL181W	
YAR014C	YCR073W-A	YDR028C	YER133W	YKL193C	YLR028C	YLR258W	YLR389C	YMR311C	YNR034W	
YAR014C	YCR073W-A	YDR028C	YDR502C	YER070W	YER177W	YLR028C	YLR258W	YLR389C	YNR034W	
YAL053W	YGL234W	YGL246C	YGR060W	YLL045C	YML029W	YNL178W	YOL006C	YOL013C	YOR153W	
YBR095C	YDL076C	YDR207C	YIL084C	YLR103C	YMR075W	YMR263W	YNL330C	YPL139C	YPL181W	
YAL010C	YJL066C	YKL101W	YKR052C	YLR333C	YMR143W	YMR194W	YMR203W	YMR241W	YPR024W	
YBL024W	YBL038W	YCL014W	YDR164C	YJL005W	YLR189C	YNL138W	YNL284C	YOL001W	YPR100W	
YAR042W	YDL019C	YDR150W	YDR225W	YFL016C	YGR246C	YHL020C	YHR195W	YIL074C	YLR183C	
YBL007C	YBL027W	YFR024C-A	YGL147C	YHL019C	YHR114W	YJL201W	YKL135C	YLR150W	YML001W	
YBL007C	YBL027W	YFL034W	YFR024C-A	YGL147C	YHL019C	YHR114W	YKL135C	YLR337C	YML001W	
YBL007C	YBL037W	YDL191W	YFR024C-A	YGR027C	YHR114W	YJR005W	YLR337C	YML001W	YOL062C	
YAR042W	YDL019C	YDR150W	YDR490C	YER120W	YFL016C	YGR086C	YKL142W	YKR066C	YPL004C	
YBL007C	YBL027W	YDL191W	YFR024C-A	YGR027C	YHR114W	YKL125W	YLR337C	YML001W	YNL084C	
YBL007C	YBL037W	YDL191W	YFR024C-A	YHR114W	YJL201W	YJR005W	YLR337C	YML001W	YOL062C	
YAR042W	YDL019C	YDR150W	YER120W	YFL016C	YGR086C	YGR246C	YHL020C	YHR195W	YLR183C	
YAR042W	YDL019C	YDR150W	YER120W	YFL016C	YGR086C	YGR246C	YHR195W	YIL074C	YLR183C	
YAR042W	YDL019C	YDR150W	YER120W	YFL016C	YGR086C	YHL020C	YHR195W	YIL074C	YLR183C	
YBR094W	YCR077C	YDL160C	YEL015W	YER112W	YGL173C	YJL124C	YNL118C	YOL149W	YPL190C	
YBL007C	YBL027W	YDL191W	YFR024C-A	YGR027C	YHR114W	YJL201W	YLR150W	YML001W	YNL084C	
YAL013W	YDR207C	YEL018W	YIL084C	YLR103C	YMR075W	YMR263W	YNL330C	YPL139C	YPL181W	
YBL022C	YBR084W	YGL213C	YGR285C	YJL080C	YJL099W	YJR145C	YLR330W	YMR116C	YPR189W	
YBR086C	YDL083C	YGR281W	YLR221C	YML026C	YNL104C	YOL058W	YOR108W	YOR234C	YPR043W	
YAL013W	YBR095C	YDL076C	YDR207C	YIL101C	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	
YAL010C	YER053C	YGR130C	YJL066C	YKR018C	YKR052C	YLR333C	YMR203W	YMR241W	YPR024W	
YBR086C	YDL075W	YDL083C	YGR281W	YLR221C	YNL104C	YOL058W	YOR108W	YOR234C	YPR043W	
YBL017C	YDL047W	YDL080C	YDL219W	YFR040W	YIL142W	YJL098W	YKR028W	YOR267C	YPL049C	
YBL023C	YBR126C	YDR028C	YDR074W	YJR138W	YML100W	YMR261C	YNL076W	YNL175C	YPL106C	
YBR086C	YDL075W	YDL083C	YDR382W	YLR221C	YML026C	YOR108W	YOR234C	YPR025C	YPR043W	
YAR003W	YBR025C	YBR175W	YDL033C	YDR469W	YGL039W	YHR119W	YLR015W	YNL108C	YPL138C	
YBL023C	YBR126C	YDR074W	YDR171W	YML100W	YMR152W	YMR261C	YNL076W	YPL106C	YPR035W	
YBL017C	YBR214W	YDL047W	YDL219W	YFR040W	YIL142W	YJL098W	YKR028W	YOR267C	YPL049C	
YBL017C	YBR214W	YDL047W	YER072W	YFR019W	YJL098W	YKL117W	YKR028W	YOR267C	YPL049C	
YAL013W	YBR095C	YDL076C	YDR207C	YIL084C	YLR103C	YMR263W	YNL097C	YNL330C	YPL139C	
YAR014C	YCR073W-A	YER133W	YKL088W	YKL193C	YLR028C	YLR258W	YLR389C	YML016C	YMR311C	
YBL017C	YBR214W	YDL047W	YDL219W	YFR019W	YIL142W	YJL098W	YKR028W	YNR016C	YPL049C	
YAR003W	YBR025C	YBR175W	YDL033C	YDR469W	YGL039W	YHR119W	YLR015W	YNL088W	YPL138C	
YBR289W	YDR073W	YFL049W	YHL025W	YJL176C	YOR290C	YPL016W	YPL129W	YPR034W	
YBR289W	YDR073W	YFL049W	YHL025W	YJL176C	YMR033W	YNR023W	YOR290C	YPL129W	
YBR289W	YDR073W	YFL049W	YGR275W	YJL176C	YNR023W	YOR290C	YPL129W	YPR034W	
YDL115C	YDL140C	YDR171W	YER139C	YGL070C	YGR063C	YOL005C	YOR151C	YPR093C	
YCL011C	YCL037C	YDL051W	YDL175C	YGR162W	YHL034C	YJL138C	YJL190C	YMR125W	
YCL037C	YDL051W	YGR162W	YHL034C	YJL138C	YJL190C	YMR125W	YMR230W	YPL048W	
YBR289W	YDR073W	YFL049W	YHL025W	YKR001C	YNR023W	YOL072W	YOR290C	YPL129W	
